filename,page_index,text_length_ocr,text_length_gt,character_accuracy,character_error_rate,sequence_similarity,jaccard_similarity,table_count_pred,table_count_ref,table_teds,table_structure_similarity,table_content_similarity,table_cell_accuracy,formula_count,formula_average_accuracy,formula_correct_count,composite_score
newspaper_The Times UK_0801@magazinesclubnew_page_031,31,11367,12043,0.9105,0.0895,0.7873,0.907,0,1,0.0,0.0,0.0,0.0,,,,60.7
newspaper_The Times UK_0801@magazinesclubnew_page_083,83,2231,3520,0.5669,0.4331,0.6072,0.8904,0,0,,,,,,,,56.69
newspaper_The Wall Street Journal - 2025-01-08@magazinesclubnew_page_004,4,14140,15676,0.7651,0.2349,0.5476,0.8222,0,0,,,,,,,,76.51
newspaper_The Wall Street Journal - 2025-01-08@magazinesclubnew_page_009,9,10929,11437,0.6975,0.3025,0.4462,0.8571,0,0,,,,,,,,69.75
newspaper_The Wall Street Journal - 2025-01-08@magazinesclubnew_page_018,18,10208,13150,0.6637,0.3363,0.2921,0.8721,0,0,,,,,,,,66.37
newspaper_The Wall Street Journal - 2025-01-08@magazinesclubnew_page_021,21,7313,8328,0.8598,0.1402,0.5986,0.85,0,0,,,,,,,,85.98
newspaper_TheBostonGlobe-2025-1-8@magazinesclubnew_page_003,3,11090,12490,0.864,0.136,0.3307,0.8293,0,0,,,,,,,,86.4
newspaper_TheBostonGlobe-2025-1-8@magazinesclubnew_page_011,11,7906,9392,0.781,0.219,0.3398,0.8256,0,0,,,,,,,,78.1
newspaper_TheBostonGlobe-2025-1-8@magazinesclubnew_page_025,25,6378,18590,0.3201,0.6799,0.1425,0.8539,12,26,0.0,0.0,0.0,0.0,,,,21.34
newspaper_TheBostonGlobe-2025-1-8@magazinesclubnew_page_033,33,12048,13555,0.8313,0.1687,0.6543,0.8842,0,0,,,,,,,,83.13
newspaper_TheGuardianUS-2025-1-8@magazinesclubnew_page_015,15,8013,8712,0.7279,0.2721,0.6356,0.9024,0,0,,,,,,,,72.79
newspaper_TheGuardianUS-2025-1-8@magazinesclubnew_page_029,29,10922,11575,0.7314,0.2686,0.5421,0.8571,0,0,,,,,,,,73.14
newspaper_TheGuardianUS-2025-1-8@magazinesclubnew_page_033,33,11946,13153,0.6893,0.3107,0.2336,0.9176,0,0,,,,,,,,68.93
newspaper_TheGuardianUS-2025-1-8@magazinesclubnew_page_041,41,8580,9417,0.7341,0.2659,0.3618,0.878,0,0,,,,,,,,73.41
newspaper_TheWashingtonPost-2025-01-08@magazinesclubnew_page_009,9,7334,8556,0.8332,0.1668,0.6945,0.8182,0,0,,,,,,,,83.32
newspaper_TheWashingtonPost-2025-01-08@magazinesclubnew_page_042,42,37237,39746,0.9203,0.0797,0.7643,0.9615,0,0,,,,,,,,92.03
newspaper_USAToday-2025-01-08@magazinesclubnew_page_012,12,13514,14280,0.6877,0.3123,0.3097,0.9359,0,0,,,,,,,,68.77
newspaper_USAToday-2025-01-08@magazinesclubnew_page_021,21,5850,6615,0.7796,0.2204,0.5296,0.8495,0,0,,,,,,,,77.96
newspaper_USAToday-2025-01-08@magazinesclubnew_page_024,24,7581,8906,0.8246,0.1754,0.3921,0.8523,0,0,,,,,,,,82.46
newspaper_a105e3b0ddb10be6a596f76407c79180_1,1,12492,13774,0.7581,0.2419,0.8274,0.8395,0,0,,,,,,,,75.81
newspaper_a15057349a86850e55b084c235fa2f22_1,1,7050,8299,0.7724,0.2276,0.8535,0.907,0,0,,,,,,,,77.24
newspaper_a7666484ee01a811247e52f784164cbb_1,1,8519,9462,0.8755,0.1245,0.9192,0.943,0,0,,,,,,,,87.55
newspaper_a9c9e3816aa5cb6866d02c10273dc665_1,1,2904,3117,0.8299,0.1701,0.8334,0.9467,2,2,100.0,1.0,1.0,1.0,,,,88.66
newspaper_b615618f3cdb0f2c13ffb5865dea799c_1,1,8612,19950,0.3032,0.6968,0.4411,0.731,0,0,,,,,,,,30.32
newspaper_b95d1d8eb0d756cc94a5d8b5db3cf69b_1,1,3804,4004,0.9161,0.0839,0.9395,0.9556,0,0,,,,,,,,91.61
newspaper_baa51a22898f0d534a6c404ba8f12fb1_1,1,5433,5524,0.88,0.12,0.8391,0.9211,0,0,,,,,,,,88.0
newspaper_baa51a22898f0d534a6c404ba8f12fb1_2,2,5264,5501,0.9158,0.0842,0.5347,0.8916,0,0,,,,,,,,91.58
newspaper_bd75af5f4791aa56ef05ce2443e8a7e0_1,1,6390,6504,0.9224,0.0776,0.9376,0.8877,0,0,,,,,,,,92.24
newspaper_bf784eedb0c377adb9a0f286954af785_1,1,5606,5827,0.9439,0.0561,0.7249,0.9136,0,0,,,,,,,,94.39
newspaper_bf784eedb0c377adb9a0f286954af785_2,2,4808,4912,0.5623,0.4377,0.5006,0.9467,1,1,100.0,1.0,1.0,1.0,,,,70.82
newspaper_c0794b9574ba55a589418fa1ae160b9a_1,1,5995,6192,0.4346,0.5654,0.6254,0.9566,0,0,,,,,,,,43.46
newspaper_c3c88b76543e2caf044c9f7689f23ec9_1,1,8383,8697,0.6395,0.3605,0.7419,0.9581,0,0,,,,,,,,63.95
newspaper_c79c0c10a5df54b21bccad8f64063ffa_1,1,4782,5029,0.8748,0.1252,0.9165,0.9311,0,0,,,,,,,,87.48
newspaper_c8e8e00e1b1a70aa44afd1fbdaf59430_1,1,5760,5936,0.941,0.059,0.9528,0.9539,0,0,,,,,,,,94.1
newspaper_c9147e07a59fdd1194da22f2ec07dd1c_1,1,4331,4503,0.8732,0.1268,0.892,0.9387,0,0,,,,,,,,87.32
newspaper_c9e9b3e7b8a5f5a5b59304a9924c41b9_1,1,7958,8822,0.4688,0.5312,0.5927,0.8611,0,0,,,,,,,,46.88
newspaper_d1716a12000a38e1e4c0bf66309558db_1,1,6878,7534,0.8817,0.1183,0.9267,0.958,0,0,,,,,,,,88.17
newspaper_d4ed0f39df940849b16439f49873ff5c_1,1,6192,6413,0.9443,0.0557,0.8969,0.9733,0,0,,,,,,,,94.43
newspaper_d6cd76e5afe881630173bd4921531a4b_1,1,5402,5873,0.8698,0.1302,0.9096,0.9247,0,0,,,,,,,,86.98
newspaper_d7fe1132386670993aae3dabc6247bc9_1,1,5633,5873,0.9222,0.0778,0.8597,0.9359,0,0,,,,,,,,92.22
newspaper_d7fe1132386670993aae3dabc6247bc9_2,2,5923,6072,0.9597,0.0403,0.9487,0.9494,0,0,,,,,,,,95.97
newspaper_d84e38031cf03d3fd4649910cf0ecce1_1,1,5716,5850,0.9275,0.0725,0.9441,0.925,0,0,,,,,,,,92.75
newspaper_dd99f17cad0992a54fdf424b1c5e86ee_1,1,6267,6389,0.696,0.304,0.8374,0.9665,0,0,,,,,,,,69.6
newspaper_e3842a5681ef54c62a58804adec06c3f_1,1,5144,7249,0.6886,0.3114,0.8008,0.8646,0,0,,,,,,,,68.86
newspaper_e567840b2e327602422573ccdc1c4275_1,1,6110,6211,0.928,0.072,0.9506,0.9835,0,0,,,,,,,,92.8
newspaper_e6083de4647ef28434cb6a598b073ae4_1,1,5789,5917,0.9255,0.0745,0.9559,0.953,0,0,,,,,,,,92.55
newspaper_e62730aaeb9b509119e0c3699ac18201_1,1,7871,8453,0.7453,0.2547,0.8506,0.9546,0,0,,,,,,,,74.53
newspaper_e6cb1ce916e0b7e120c84db53541a3d3_1,1,6299,6600,0.9357,0.0643,0.6394,0.96,0,0,,,,,,,,93.57
newspaper_e6ddb0246224fb8bd8788e6cc7839021_1,1,10339,10687,0.9084,0.0916,0.9343,0.9326,0,0,,,,,,,,90.84
newspaper_e7246d706077d2064a6e667dfc73925e_1,1,6575,6613,0.948,0.052,0.9615,0.9658,0,0,,,,,,,,94.8
newspaper_e81b9b3561d4d4e865ff6713782fd432_1,1,5816,5901,0.8735,0.1265,0.8941,0.8386,0,0,,,,,,,,87.35
newspaper_eb569707cf5621d4c71d5898216cdb17_1,1,6069,6870,0.806,0.194,0.861,0.8968,0,0,,,,,,,,80.6
newspaper_ef5c785d9cc21ccf6b73d143f231b5c5_1,1,6125,10604,0.4405,0.5595,0.4801,0.7502,0,0,,,,,,,,44.05
newspaper_f1de032fb6a25cf85c85c15cb2d2a63a_1,1,6960,9823,0.5323,0.4677,0.6204,0.8336,0,0,,,,,,,,53.23
newspaper_f36d00fe3544ae72725aac9dc7f19aa8_1,1,6437,8250,0.6905,0.3095,0.7943,0.8843,0,0,,,,,,,,69.05
newspaper_fe2c8b45b2a086cd75984640bb3080e1_1,1,4919,5629,0.8382,0.1618,0.8963,0.898,0,0,,,,,,,,83.82
newspaper_fe5ed29024932fad071afc53807b16ba_1,1,6360,6659,0.9429,0.0571,0.872,0.961,0,0,,,,,,,,94.29
newspaper_fe5ed29024932fad071afc53807b16ba_2,2,6150,6363,0.9549,0.0451,0.4618,0.8767,2,2,100.0,1.0,1.0,1.0,,,,96.99
newspaper_fe5ed29024932fad071afc53807b16ba_3,3,7283,7629,0.9498,0.0502,0.8859,0.9559,0,0,,,,,,,,94.98
newspaper_fe5ed29024932fad071afc53807b16ba_4,4,5218,5259,0.9637,0.0363,0.7466,0.9091,1,1,100.0,1.0,1.0,1.0,,,,97.58
newspaper_fe5ed29024932fad071afc53807b16ba_5,5,6534,6699,0.9563,0.0437,0.8958,0.973,0,0,,,,,,,,95.63
notes_1ba14cb325bc448f7201b20502ecf2b5_10,10,496,629,0.7647,0.2353,0.8356,0.8547,0,0,,,,,,,,76.47
notes_1ba14cb325bc448f7201b20502ecf2b5_100,100,497,504,0.9444,0.0556,0.9151,0.9317,0,0,,,,,,,,94.44
notes_1ba14cb325bc448f7201b20502ecf2b5_101,101,501,510,0.8627,0.1373,0.8487,0.9401,0,0,,,,,,,,86.27
notes_1ba14cb325bc448f7201b20502ecf2b5_102,102,435,443,0.9255,0.0745,0.9112,0.9248,0,0,,,,,,,,92.55
notes_1ba14cb325bc448f7201b20502ecf2b5_103,103,437,450,0.9178,0.0822,0.9019,0.9412,0,0,,,,,,,,91.78
notes_1ba14cb325bc448f7201b20502ecf2b5_104,104,463,474,0.9388,0.0612,0.9264,0.9648,0,0,,,,,,,,93.88
notes_1ba14cb325bc448f7201b20502ecf2b5_11,11,103,81,0.6543,0.3457,0.8261,0.8281,1,1,100.0,1.0,1.0,1.0,,,,76.95
notes_1ba14cb325bc448f7201b20502ecf2b5_118,118,220,254,0.8189,0.1811,0.8734,0.8261,0,0,,,,,,,,81.89
notes_1ba14cb325bc448f7201b20502ecf2b5_119,119,428,440,0.8952,0.1048,0.8387,0.9189,0,0,,,,,,,,89.52
notes_1ba14cb325bc448f7201b20502ecf2b5_12,12,297,482,0.572,0.428,0.6367,0.736,1,1,100.0,1.0,1.0,1.0,,,,71.47
notes_1ba14cb325bc448f7201b20502ecf2b5_120,120,112,116,0.9138,0.0862,0.9386,0.9492,0,0,,,,,,,,91.38
notes_1ba14cb325bc448f7201b20502ecf2b5_121,121,381,408,0.8522,0.1478,0.872,0.9304,0,0,,,,,,,,85.22
notes_1ba14cb325bc448f7201b20502ecf2b5_122,122,495,507,0.9132,0.0868,0.8922,0.9562,0,0,,,,,,,,91.32
notes_1ba14cb325bc448f7201b20502ecf2b5_123,123,723,723,0.9585,0.0415,0.9571,0.9339,0,0,,,,,,,,95.85
notes_1ba14cb325bc448f7201b20502ecf2b5_124,124,689,689,0.9623,0.0377,0.9695,0.9821,0,0,,,,,,,,96.23
notes_1ba14cb325bc448f7201b20502ecf2b5_125,125,751,753,0.9761,0.0239,0.9734,0.9561,0,0,,,,,,,,97.61
notes_1ba14cb325bc448f7201b20502ecf2b5_126,126,787,789,0.9645,0.0355,0.9657,0.96,0,0,,,,,,,,96.45
notes_1ba14cb325bc448f7201b20502ecf2b5_13,13,187,173,0.8555,0.1445,0.9111,0.837,1,1,100.0,1.0,1.0,1.0,,,,90.37
notes_1ba14cb325bc448f7201b20502ecf2b5_14,14,94,133,0.6466,0.3534,0.7489,0.7077,0,0,,,,,,,,64.66
notes_1ba14cb325bc448f7201b20502ecf2b5_15,15,355,373,0.9091,0.0909,0.8764,0.9438,1,1,100.0,1.0,1.0,1.0,,,,93.94
notes_1ba14cb325bc448f7201b20502ecf2b5_16,16,413,490,0.5571,0.4429,0.6357,0.7603,0,0,,,,,,,,55.71
notes_1ba14cb325bc448f7201b20502ecf2b5_30,30,102,112,0.2946,0.7054,0.4766,0.4795,1,1,100.0,1.0,1.0,1.0,,,,52.98
notes_1ba14cb325bc448f7201b20502ecf2b5_31,31,131,244,0.5145,0.4855,0.6187,0.7182,1,1,100.0,1.0,1.0,1.0,,,,67.63
notes_1ba14cb325bc448f7201b20502ecf2b5_32,32,477,526,0.8783,0.1217,0.9053,0.8766,0,0,,,,,,,,87.83
notes_1ba14cb325bc448f7201b20502ecf2b5_33,33,87,158,0.443,0.557,0.6041,0.6413,3,3,100.0,1.0,1.0,1.0,,,,62.87
notes_1ba14cb325bc448f7201b20502ecf2b5_34,34,437,591,0.7208,0.2792,0.7821,0.8704,0,0,,,,,,,,72.08
notes_1ba14cb325bc448f7201b20502ecf2b5_35,35,128,132,0.9015,0.0985,0.9154,0.9186,2,2,100.0,1.0,1.0,1.0,,,,93.43
notes_1ba14cb325bc448f7201b20502ecf2b5_36,36,8,9,0.8889,0.1111,0.9412,0.8889,3,3,100.0,1.0,1.0,1.0,,,,92.59
notes_1ba14cb325bc448f7201b20502ecf2b5_37,37,268,278,0.946,0.054,0.9487,0.9539,1,1,100.0,1.0,1.0,1.0,,,,96.4
notes_1ba14cb325bc448f7201b20502ecf2b5_38,38,511,496,0.619,0.381,0.7627,0.8261,0,0,,,,,,,,61.9
notes_1ba14cb325bc448f7201b20502ecf2b5_52,52,261,312,0.7724,0.2276,0.8307,0.8675,0,0,,,,,,,,77.24
notes_1ba14cb325bc448f7201b20502ecf2b5_53,53,143,158,0.7785,0.2215,0.8173,0.7593,1,1,100.0,1.0,1.0,1.0,,,,85.23
notes_1ba14cb325bc448f7201b20502ecf2b5_54,54,237,239,0.8912,0.1088,0.8487,0.9397,0,0,,,,,,,,89.12
notes_1ba14cb325bc448f7201b20502ecf2b5_55,55,264,340,0.6765,0.3235,0.7417,0.828,1,1,100.0,1.0,1.0,1.0,,,,78.43
notes_1ba14cb325bc448f7201b20502ecf2b5_56,56,501,540,0.8722,0.1278,0.8761,0.9101,1,1,100.0,1.0,1.0,1.0,,,,91.48
notes_1ba14cb325bc448f7201b20502ecf2b5_57,57,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
notes_1ba14cb325bc448f7201b20502ecf2b5_58,58,356,570,0.6018,0.3982,0.7235,0.8239,1,1,100.0,1.0,1.0,1.0,,,,73.45
notes_1ba14cb325bc448f7201b20502ecf2b5_59,59,425,476,0.8508,0.1492,0.8502,0.8333,0,0,,,,,,,,85.08
notes_1ba14cb325bc448f7201b20502ecf2b5_60,60,268,371,0.6892,0.3108,0.7574,0.777,1,1,100.0,1.0,1.0,1.0,,,,79.28
notes_1ba14cb325bc448f7201b20502ecf2b5_74,74,365,511,0.6106,0.3894,0.7352,0.8324,1,1,100.0,1.0,1.0,1.0,,,,74.04
notes_1ba14cb325bc448f7201b20502ecf2b5_75,75,445,541,0.7671,0.2329,0.8316,0.8712,1,1,100.0,1.0,1.0,1.0,,,,84.47
notes_1ba14cb325bc448f7201b20502ecf2b5_76,76,259,322,0.7733,0.2267,0.8124,0.8551,1,1,100.0,1.0,1.0,1.0,,,,84.89
notes_1ba14cb325bc448f7201b20502ecf2b5_77,77,461,508,0.8574,0.1426,0.8896,0.8993,0,0,,,,,,,,85.74
notes_1ba14cb325bc448f7201b20502ecf2b5_78,78,51,26,0.0,1.0,0.6234,0.52,2,2,100.0,1.0,1.0,1.0,,,,33.33
notes_1ba14cb325bc448f7201b20502ecf2b5_79,79,31,35,0.8571,0.1429,0.9091,0.8421,2,2,100.0,1.0,1.0,1.0,,,,90.48
notes_1ba14cb325bc448f7201b20502ecf2b5_8,8,431,507,0.7357,0.2643,0.7505,0.8727,0,0,,,,,,,,73.57
notes_1ba14cb325bc448f7201b20502ecf2b5_80,80,95,82,0.7439,0.2561,0.8701,0.8289,1,1,100.0,1.0,1.0,1.0,,,,82.93
notes_1ba14cb325bc448f7201b20502ecf2b5_81,81,165,168,0.9146,0.0854,0.9189,0.9391,1,1,100.0,1.0,1.0,1.0,,,,94.31
notes_1ba14cb325bc448f7201b20502ecf2b5_82,82,156,179,0.7486,0.2514,0.806,0.7838,1,1,100.0,1.0,1.0,1.0,,,,83.24
notes_1ba14cb325bc448f7201b20502ecf2b5_9,9,224,222,0.9144,0.0856,0.8744,0.914,0,0,,,,,,,,91.44
notes_1ba14cb325bc448f7201b20502ecf2b5_96,96,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
notes_1ba14cb325bc448f7201b20502ecf2b5_97,97,167,243,0.6667,0.3333,0.7463,0.7642,1,1,100.0,1.0,1.0,1.0,,,,77.78
notes_1ba14cb325bc448f7201b20502ecf2b5_98,98,381,421,0.867,0.133,0.8803,0.8862,1,1,100.0,1.0,1.0,1.0,,,,91.13
notes_1ba14cb325bc448f7201b20502ecf2b5_99,99,459,497,0.8632,0.1368,0.8808,0.9078,0,0,,,,,,,,86.32
notes_9e951846094758afac08c620144e3a76_10,10,523,701,0.4263,0.5737,0.2533,0.8659,0,0,,,,,,,,42.63
notes_9e951846094758afac08c620144e3a76_11,11,178,346,0.3844,0.6156,0.3664,0.5842,0,0,,,,,,,,38.44
notes_9e951846094758afac08c620144e3a76_12,12,985,1154,0.5728,0.4272,0.2964,0.7333,0,0,,,,,,,,57.28
notes_9e951846094758afac08c620144e3a76_13,13,342,603,0.3599,0.6401,0.1439,0.6562,0,0,,,,,,,,35.99
notes_9e951846094758afac08c620144e3a76_14,14,457,575,0.4226,0.5774,0.3469,0.7547,0,0,,,,,,,,42.26
notes_9e951846094758afac08c620144e3a76_15,15,706,727,0.2063,0.7937,0.0279,0.4839,0,0,,,,,,,,20.63
notes_9e951846094758afac08c620144e3a76_16,16,699,887,0.4104,0.5896,0.1614,0.8101,0,0,,,,,,,,41.04
notes_9e951846094758afac08c620144e3a76_17,17,299,554,0.3755,0.6245,0.2087,0.6705,0,0,,,,,,,,37.55
notes_9e951846094758afac08c620144e3a76_9,9,237,443,0.3454,0.6546,0.4088,0.8158,0,0,,,,,,,,34.54
notes_f7f010b78016aeebd76e56d9283eb67f_111,111,1079,1180,0.8779,0.1221,0.5471,0.9365,0,0,,,,,,,,87.79
notes_f7f010b78016aeebd76e56d9283eb67f_112,112,761,1242,0.6023,0.3977,0.1458,0.7368,0,0,,,,,,,,60.23
notes_f7f010b78016aeebd76e56d9283eb67f_113,113,857,1117,0.739,0.261,0.4478,0.9195,0,0,,,,,,,,73.9
notes_f7f010b78016aeebd76e56d9283eb67f_114,114,746,800,0.9023,0.0977,0.6662,0.9424,0,0,,,,,,,,90.23
notes_f7f010b78016aeebd76e56d9283eb67f_115,115,940,1294,0.6962,0.3038,0.3653,0.7045,0,0,,,,,,,,69.62
notes_f7f010b78016aeebd76e56d9283eb67f_116,116,676,1203,0.5229,0.4771,0.231,0.7476,0,0,,,,,,,,52.29
notes_f7f010b78016aeebd76e56d9283eb67f_117,117,682,1032,0.6217,0.3783,0.4772,0.8015,0,0,,,,,,,,62.17
notes_f7f010b78016aeebd76e56d9283eb67f_118,118,661,950,0.6793,0.3207,0.4867,0.8889,0,0,,,,,,,,67.93
notes_f7f010b78016aeebd76e56d9283eb67f_119,119,750,910,0.802,0.198,0.2458,0.8205,0,0,,,,,,,,80.2
notes_f7f010b78016aeebd76e56d9283eb67f_2,2,2,347,0.0058,0.9942,0.0115,0.0198,0,0,,,,,,,,0.58
notes_f7f010b78016aeebd76e56d9283eb67f_23,23,677,963,0.6604,0.3396,0.7195,0.7803,0,0,,,,,,,,66.04
notes_f7f010b78016aeebd76e56d9283eb67f_24,24,798,1006,0.7356,0.2644,0.6153,0.8525,0,0,,,,,,,,73.56
notes_f7f010b78016aeebd76e56d9283eb67f_25,25,750,833,0.7407,0.2593,0.5837,0.8769,0,0,,,,,,,,74.07
notes_f7f010b78016aeebd76e56d9283eb67f_26,26,702,951,0.6901,0.3099,0.6086,0.9389,0,0,,,,,,,,69.01
notes_f7f010b78016aeebd76e56d9283eb67f_27,27,894,910,0.9214,0.0786,0.6718,0.9855,0,0,,,,,,,,92.14
notes_f7f010b78016aeebd76e56d9283eb67f_28,28,808,853,0.8825,0.1175,0.7104,0.9398,0,0,,,,,,,,88.25
notes_f7f010b78016aeebd76e56d9283eb67f_29,29,659,891,0.6218,0.3782,0.4194,0.7891,0,0,,,,,,,,62.18
notes_f7f010b78016aeebd76e56d9283eb67f_3,3,0,385,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
notes_f7f010b78016aeebd76e56d9283eb67f_30,30,740,893,0.7441,0.2559,0.6981,0.827,0,0,,,,,,,,74.41
notes_f7f010b78016aeebd76e56d9283eb67f_31,31,865,885,0.9345,0.0655,0.9166,0.9519,0,0,,,,,,,,93.45
notes_f7f010b78016aeebd76e56d9283eb67f_4,4,0,324,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
notes_f7f010b78016aeebd76e56d9283eb67f_45,45,949,1041,0.8881,0.1119,0.806,0.9541,0,0,,,,,,,,88.81
notes_f7f010b78016aeebd76e56d9283eb67f_46,46,865,1032,0.8074,0.1926,0.7401,0.8722,0,0,,,,,,,,80.74
notes_f7f010b78016aeebd76e56d9283eb67f_47,47,848,983,0.8299,0.1701,0.7832,0.8957,0,0,,,,,,,,82.99
notes_f7f010b78016aeebd76e56d9283eb67f_48,48,902,932,0.9259,0.0741,0.8844,0.9303,0,0,,,,,,,,92.59
notes_f7f010b78016aeebd76e56d9283eb67f_49,49,622,624,0.9071,0.0929,0.8218,0.9383,1,1,100.0,1.0,1.0,1.0,,,,93.8
notes_f7f010b78016aeebd76e56d9283eb67f_5,5,7,0,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
notes_f7f010b78016aeebd76e56d9283eb67f_50,50,568,738,0.7408,0.2592,0.4701,0.8899,2,2,100.0,1.0,1.0,1.0,,,,82.72
notes_f7f010b78016aeebd76e56d9283eb67f_51,51,737,914,0.7654,0.2346,0.8056,0.8586,0,0,,,,,,,,76.54
notes_f7f010b78016aeebd76e56d9283eb67f_52,52,945,983,0.9379,0.0621,0.8994,0.9539,0,0,,,,,,,,93.79
notes_f7f010b78016aeebd76e56d9283eb67f_53,53,801,1323,0.5836,0.4164,0.4341,0.8434,0,0,,,,,,,,58.36
notes_f7f010b78016aeebd76e56d9283eb67f_6,6,683,730,0.7325,0.2675,0.7233,0.901,0,0,,,,,,,,73.25
notes_f7f010b78016aeebd76e56d9283eb67f_67,67,855,1100,0.7482,0.2518,0.7754,0.8989,0,0,,,,,,,,74.82
notes_f7f010b78016aeebd76e56d9283eb67f_68,68,495,529,0.9089,0.0911,0.8281,0.9263,0,0,,,,,,,,90.89
notes_f7f010b78016aeebd76e56d9283eb67f_69,69,730,773,0.9338,0.0662,0.8623,0.9462,0,0,,,,,,,,93.38
notes_f7f010b78016aeebd76e56d9283eb67f_7,7,690,710,0.8493,0.1507,0.4457,0.959,0,0,,,,,,,,84.93
notes_f7f010b78016aeebd76e56d9283eb67f_70,70,810,908,0.875,0.125,0.5786,0.9337,0,0,,,,,,,,87.5
notes_f7f010b78016aeebd76e56d9283eb67f_71,71,777,973,0.2279,0.7721,0.2846,0.9218,0,0,,,,,,,,22.79
notes_f7f010b78016aeebd76e56d9283eb67f_72,72,780,835,0.2347,0.7653,0.431,0.9157,0,0,,,,,,,,23.47
notes_f7f010b78016aeebd76e56d9283eb67f_73,73,766,850,0.28,0.72,0.3812,0.9282,0,0,,,,,,,,28.0
notes_f7f010b78016aeebd76e56d9283eb67f_74,74,537,543,0.6998,0.3002,0.7593,0.9643,0,0,,,,,,,,69.98
notes_f7f010b78016aeebd76e56d9283eb67f_75,75,493,458,0.816,0.184,0.715,0.9766,0,0,,,,,,,,81.6
notes_f7f010b78016aeebd76e56d9283eb67f_8,8,703,704,0.9421,0.0579,0.8287,0.964,0,0,,,,,,,,94.21
notes_f7f010b78016aeebd76e56d9283eb67f_89,89,799,1099,0.6997,0.3003,0.5427,0.9763,0,0,,,,,,,,69.97
notes_f7f010b78016aeebd76e56d9283eb67f_9,9,770,778,0.9349,0.0651,0.8359,0.9643,0,0,,,,,,,,93.49
notes_f7f010b78016aeebd76e56d9283eb67f_90,90,872,1014,0.8393,0.1607,0.6352,0.9394,0,0,,,,,,,,83.93
notes_f7f010b78016aeebd76e56d9283eb67f_91,91,586,615,0.9268,0.0732,0.9492,0.9435,0,0,,,,,,,,92.68
notes_f7f010b78016aeebd76e56d9283eb67f_92,92,671,672,0.9777,0.0223,0.9814,0.962,0,0,,,,,,,,97.77
notes_f7f010b78016aeebd76e56d9283eb67f_93,93,681,686,0.9781,0.0219,0.9817,0.972,0,0,,,,,,,,97.81
notes_f7f010b78016aeebd76e56d9283eb67f_94,94,770,838,0.8841,0.1159,0.7525,0.9439,0,0,,,,,,,,88.41
notes_f7f010b78016aeebd76e56d9283eb67f_95,95,827,942,0.866,0.134,0.7982,0.9476,0,0,,,,,,,,86.6
notes_f7f010b78016aeebd76e56d9283eb67f_96,96,966,1155,0.8279,0.1721,0.462,0.8553,0,0,,,,,,,,82.79
notes_f7f010b78016aeebd76e56d9283eb67f_97,97,790,925,0.84,0.16,0.7977,0.9624,0,0,,,,,,,,84.0
scihub_AEM.01420-09.pdf_3,2773,1109,1201,0.4042,0.5958,0.2831,0.7606,1,1,100.0,1.0,1.0,1.0,,,,60.28
scihub_TNANO.2007.893575.pdf_0,3042,2844,3962,0.6815,0.3185,0.3817,0.9605,1,1,100.0,1.0,1.0,1.0,,,,78.76
scihub_bloodadvances.2019030924.pdf_3,2793,2935,3523,0.6142,0.3858,0.1075,0.8974,1,1,100.0,1.0,1.0,1.0,,,,74.28
scihub_c2gc35284b.pdf_6,2798,3250,3341,0.8048,0.1952,0.0686,0.9275,0,0,,,,,,,,80.48
scihub_carcin%2Fbgh032.pdf_2,2803,2770,3790,0.7208,0.2792,0.5674,0.9559,1,1,100.0,1.0,1.0,1.0,,,,81.38
scihub_fmicb.2019.01892.pdf_2,2825,3679,4545,0.7959,0.2041,0.591,0.8851,0,0,,,,,,,,79.59
scihub_gbe%2Fevaa098.pdf_0,2828,1654,3513,0.4626,0.5374,0.4939,0.9103,0,0,,,,,,,,46.26
scihub_iccwamtip51612.2020.9317329.pdf_4,2832,635,669,0.9341,0.0659,0.7699,1.0,1,1,100.0,1.0,1.0,1.0,,,,95.61
scihub_ie102256j.pdf_4,2834,4139,4434,0.8877,0.1123,0.4325,0.973,1,1,100.0,1.0,1.0,1.0,,,,92.51
scihub_ijcac.2012040101.pdf_5,2837,2815,2988,0.9273,0.0727,0.7055,0.9118,1,1,100.0,1.0,1.0,1.0,,,,95.16
scihub_ijop.12033.pdf_5,2839,3681,3917,0.9376,0.0624,0.7539,0.9836,1,1,100.0,1.0,1.0,1.0,,,,95.84
scihub_j.1528-1167.2008.01552.x.pdf_3,2854,2816,3112,0.8574,0.1426,0.6839,0.9155,1,1,100.0,1.0,1.0,1.0,,,,90.49
scihub_j.cbpb.2019.110324.pdf_6,2865,3002,3322,0.8516,0.1484,0.6429,0.9155,1,1,100.0,1.0,1.0,1.0,,,,90.11
scihub_j.coisb.2017.11.013.pdf_0,2867,3579,4858,0.7252,0.2748,0.6287,0.8718,0,0,,,,,,,,72.52
scihub_j.conbuildmat.2019.117698.pdf_5,2869,4417,4924,0.8721,0.1279,0.723,0.9146,0,0,,,,,2,0.3849,0,75.96
